address,proposed_name,confidence,source,notes
0xffffcdc2,ram_cdc2,low,renames,roles: rtos_task_state_switch_c528
0xffffcdc4,ram_cdc4,low,function_names+renames,fns: flag_or_latch_cdc4 (x1); roles: flag_or_latch_cdc4; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcdc5,flag_copy_latch,high,function_names+renames,fns: flag_copy_latch_cdc5 (x1); roles: flag_copy_latch_cdc5; cats: Faults & DTC(x1)
0xffffcdc6,ram_cdc6,low,function_names+renames,fns: flag_or_condition_cdc6 (x1); roles: flag_or_condition_cdc6; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcde0,uds_mode22,high,function_names+renames,fns: uds_mode22_get_cde0_16bit (x1); roles: shared_cond_flag_cf08_eval; uds_mode22_get_cde0_16bit; cats: OBD / UDS(x1)
0xffffcde4,uds_mode22,high,function_names+renames,fns: uds_mode22_get_cde4_16bit (x1); roles: shared_cond_flag_cf08_eval; uds_mode22_get_cde4_16bit; cats: OBD / UDS(x1); ctx: sensor_condition_gate_if(x1)
0xffffcde8,fuel_filter_float,high,function_names+renames,"fns: fuel_filter_float_cde8 (x1); uds_mode22_get_cde8_16bit (x1); roles: uds_mode22_get_cde8_16bit; fuel_filter_float_cde8; cats: Fuel & Lambda(x1), OBD / UDS(x1)"
0xffffcdec,ram_cdec,low,function_names+renames,fns: fault_state_reset_cdec (x1); roles: fault_state_reset_cdec; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcdf0,ram_cdf0,low,function_names+renames,fns: init_float_const_store_cdf0 (x1); roles: init_float_const_store_cdf0; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffce00,ram_ce00,low,renames,roles: shared_cond_flag_cf08_eval
0xffffce10,init_const_float,high,function_names+renames,fns: init_const_float_ce10 (x1); roles: init_const_float_ce10; cats: Boot & Init(x1)
0xffffce17,threshold_hysteresis_flag,high,function_names+renames,fns: threshold_hysteresis_flag_ce17 (x1); roles: threshold_hysteresis_flag_ce17; cats: Boot & Init(x1)
0xffffce18,ram_ce18,low,function_names+renames,fns: countdown_timer_flag_ce18 (x1); roles: countdown_timer_flag_ce18; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffce4a,fault_input_latch,medium,function_names+renames,fns: dtc_monitor_ce4a_ce4b (x1); fault_input_latch_ce4a (x1); roles: dtc_monitor_ce4a_ce4b; fault_input_latch_ce4a; cats: Faults & DTC(x2); CAUTION: low16 also collides with a ROM function address
0xffffce4b,dtc_monitor,high,function_names+renames,fns: dtc_monitor_ce4a_ce4b (x1); roles: dtc_monitor_ce4a_ce4b; cats: Faults & DTC(x1)
0xffffce4d,dtc_monitor,high,function_names+renames,fns: dtc_monitor_ce4d_ce4e (x1); dtc_monitor_flag_ce4d (x1); fault_input_latch_ce4d (x1); roles: dtc_monitor_ce4d_ce4e; dtc_monitor_flag_ce4d; fault_input_latch_ce4d; cats: Faults & DTC(x3)
0xffffce4e,dtc_monitor,high,function_names+renames,fns: dtc_monitor_ce4d_ce4e (x1); roles: dtc_monitor_ce4d_ce4e; cats: Faults & DTC(x1)
0xffffce50,ram_ce50,low,function_names+renames,fns: flag_threshold_set_ce50 (x1); roles: flag_threshold_set_ce50; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffce8d,ram_ce8d,low,renames,roles: obd_readiness_flags_update
0xffffce98,ram_ce98,low,renames,roles: obd_readiness_flags_update
0xffffcebc,sensor_open_circuit_fault,high,function_names+renames,fns: sensor_open_circuit_fault_cebc (x1); roles: sensor_open_circuit_fault_cebc; cats: Faults & DTC(x1)
0xffffcebd,fault_flags_clear,high,function_names+renames,fns: fault_flags_clear_cebd (x1); fault_input_latch_cebd (x1); roles: fault_flags_clear_cebd; fault_input_latch_cebd; cats: Faults & DTC(x2)
0xffffcebf,fault_flag_set,high,function_names+renames,fns: fault_flag_set_cebf (x1); roles: fault_flag_set_cebf; cats: Faults & DTC(x1)
0xffffcec8,ram_cec8,low,function_names+renames,fns: fault_delta_float_calc_cec8 (x1); roles: fault_delta_float_calc_cec8; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffced8,ram_ced8,low,function_names+renames,fns: fault_float_calc_ced8 (x1); roles: fault_float_calc_ced8; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcedc,fault_monitor_sample,high,function_names+renames,fns: fault_float_calc_cedc (x1); fault_monitor_sample_cee0_cedc (x1); roles: fault_state_latch_float_reset; fault_float_calc_cedc; fault_monitor_sample_cee0_cedc; cats: Faults & DTC(x2); ctx: zero_writes_float_const(x1)
0xffffcee0,fault_monitor_sample,high,function_names+renames,"fns: fault_float_latch_cee0 (x1); fault_float_copy_cee0 (x1); uds_mode22_get_cee0_16bit (x1); fault_monitor_sample_cee0_cedc (x1); roles: uds_mode22_get_cee0_16bit; fault_float_latch_cee0; fault_float_copy_cee0; fault_monitor_sample_cee0_cedc; cats: Faults & DTC(x3), OBD / UDS(x1)"
0xffffcee4,fault_float_filter,high,function_names+renames,fns: fault_float_filter_cee4 (x1); roles: fault_float_filter_cee4; cats: Faults & DTC(x1)
0xffffcef0,fault,high,function_names+renames,fns: fault_cef0_cond_timer (x1); roles: fault_cef0_cond_timer; cats: Faults & DTC(x1)
0xffffcef1,fault_flag_condition,high,function_names+renames,fns: fault_flag_condition_cef1 (x1); roles: fault_cef0_cond_timer; fault_flag_condition_cef1; cats: Faults & DTC(x1)
0xffffcef2,ram_cef2,low,renames,roles: fault_state_latch_float_reset
0xffffcef3,latches,medium,renames,roles: fault_state_latch_float_reset; ctx: latches(x1)
0xffffcef4,ram_cef4,low,function_names+renames,fns: fault_flag_condition_cef4 (x1); roles: fault_flag_condition_cef4; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcef5,fault_input_latch,high,function_names+renames,fns: fault_monitor_cef5 (x1); fault_input_latch_cef5 (x1); roles: fault_monitor_cef5; fault_input_latch_cef5; cats: Faults & DTC(x2)
0xffffcef6,ram_cef6,low,function_names+renames,fns: fault_flag_latch_cef6 (x1); roles: fault_flag_latch_cef6; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcef9,diag_window_flags,high,function_names+renames,fns: diag_window_flags_cef9_cefa_eval (x1); roles: diag_window_flags_cef9_cefa_eval; cats: Faults & DTC(x1)
0xffffcefa,diag_window_flags,high,function_names+renames,fns: diag_window_flags_cef9_cefa_eval (x1); roles: diag_window_flags_cef9_cefa_eval; cats: Faults & DTC(x1)
0xffffcefb,engine_speed_threshold_flag,high,function_names+renames,fns: engine_speed_threshold_flag_cefb (x1); roles: engine_speed_threshold_flag_cefb; cats: Rev Limit(x1)
0xffffcefc,ram_cefc,low,function_names+renames,fns: fault_float_diff_flag_cefc (x1); roles: fault_float_diff_flag_cefc; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcefe,ram_cefe,low,renames,roles: fault_byte_accumulate_86e4
0xffffcf01,ram_cf01,low,renames,roles: fault_state_machine_flag_86e4
0xffffcf08,shared_cond_flag,high,function_names+renames,"fns: sr_clear_flag_cf08 (x1); shared_cond_flag_cf08_eval (x1); roles: shared_cond_flag_cf08_eval; sr_clear_flag_cf08; cats: Faults & DTC(x1), Sensors(x1)"
0xffffcf09,fault_counter_increment,high,function_names+renames,fns: fault_counter_increment_cf09 (x1); roles: shared_cond_flag_cf08_eval; fault_counter_increment_cf09; cats: Faults & DTC(x1)
0xffffcf0a,ram_cf0a,low,function_names+renames,fns: init_copy_cal_byte_cf0a (x1); roles: init_copy_cal_byte_cf0a; cats: Boot & Init(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf0d,sensor_health_check,high,function_names+renames,fns: sensor_health_check_cf0d (x1); roles: sensor_health_check_cf0d; cats: Faults & DTC(x1)
0xffffcf13,fault_monitor_flag,high,function_names+renames,fns: fault_monitor_flag_cf13 (x1); roles: fault_monitor_flag_cf13; cats: Faults & DTC(x1)
0xffffcf17,fault_flag_latch,high,function_names+renames,fns: fault_flag_latch_cf17_18 (x1); roles: fault_flag_latch_cf17_18; cats: Faults & DTC(x1)
0xffffcf19,fault_flag_set,high,function_names+renames,fns: fault_flag_set_cf19 (x1); roles: fault_flag_set_cf19; cats: Faults & DTC(x1)
0xffffcf24,fault_threshold_select,high,function_names+renames,fns: fault_threshold_select_cf24 (x1); roles: fault_threshold_select_cf24; cats: Faults & DTC(x1)
0xffffcf2c,ram_cf2c,low,renames,roles: sr_protected_clear_fault_flags
0xffffcf30,fault_float_select,medium,function_names+renames,"fns: thunk_ba96_ba97_cf30 (x1); fault_float_select_cf30 (x1); roles: thunk_ba96_ba97_cf30; fault_float_select_cf30; cats: Boot & Init(x1), Faults & DTC(x1); CAUTION: low16 also collides with a ROM function address"
0xffffcf34,fault_counter_inc_reset,high,function_names+renames,fns: fault_flag_clear_cf34 (x1); fault_counter_inc_reset_cf34 (x1); roles: fault_flag_clear_cf34; fault_counter_inc_reset_cf34; cats: Faults & DTC(x2)
0xffffcf35,fault_flag_latch,high,function_names+renames,fns: fault_flag_latch_cf35 (x1); roles: fault_flag_latch_cf35; cats: Faults & DTC(x1)
0xffffcf36,sensor_snapshot_cache,high,function_names+renames,fns: sensor_snapshot_cache_cf36 (x1); roles: sensor_snapshot_cache_cf36; cats: Sensors(x1)
0xffffcf3a,ram_cf3a,low,renames,roles: fault_flags_clear_oneshot_cond
0xffffcf44,ram_cf44,low,function_names+renames,fns: fault_accum_integrate_cf44_cf48 (x1); roles: fault_accum_integrate_cf44_cf48; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf48,fault_accum_integrate,medium,function_names+renames,fns: fault_flag_cf48_set (x1); fault_accum_integrate_cf44_cf48 (x1); roles: fault_flag_cf48_set; fault_accum_integrate_cf44_cf48; cats: Faults & DTC(x2); CAUTION: low16 also collides with a ROM function address
0xffffcf49,fault_threshold,high,function_names+renames,fns: fault_counter_cf49_flag_cf4b (x1); fault_threshold_2d_cf49_debounce (x1); roles: fault_counter_cf49_flag_cf4b; fault_threshold_2d_cf49_debounce; cats: Faults & DTC(x2)
0xffffcf4a,ram_cf4a,low,function_names+renames,fns: fault_threshold_latch_8704_cf4a (x1); roles: fault_threshold_latch_8704_cf4a; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf4b,fault_counter_flag,high,function_names+renames,fns: fault_counter_cf49_flag_cf4b (x1); roles: fault_counter_cf49_flag_cf4b; cats: Faults & DTC(x1)
0xffffcf4c,ram_cf4c,low,function_names+renames,fns: fault_timer_expire_cf4c_cf4d (x1); roles: fault_timer_expire_cf4c_cf4d; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf4d,fault_timer_expire,high,function_names+renames,fns: fault_timer_expire_cf4c_cf4d (x1); roles: fault_timer_expire_cf4c_cf4d; cats: Faults & DTC(x1)
0xffffcf5c,ram_cf5c,low,renames,roles: fault_threshold_latch_8704_cf4a
0xffffcf64,ram_cf64,low,function_names+renames,fns: fault_float_copy_ae40_cf64 (x1); roles: fault_float_copy_ae40_cf64; cats: Math / FPU(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf6c,fault_accum_clear,high,function_names+renames,fns: fault_accum_clear_cf6c_cf80 (x1); roles: fault_accum_clear_cf6c_cf80; cats: Faults & DTC(x1)
0xffffcf80,ram_cf80,low,function_names+renames,fns: fault_accum_clear_cf6c_cf80 (x1); roles: fault_accum_clear_cf6c_cf80; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf86,fault_threshold_flag,high,function_names+renames,fns: fault_threshold_2d_flag_cf86 (x1); roles: fault_threshold_2d_flag_cf86; cats: Faults & DTC(x1)
0xffffcf90,ram_cf90,low,function_names+renames,fns: fault_bit800_copy_cf90_cf91 (x1); roles: fault_bit800_copy_cf90_cf91; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf91,fault_bit800_copy,high,function_names+renames,fns: fault_bit800_copy_cf90_cf91 (x1); roles: fault_bit800_copy_cf90_cf91; cats: Faults & DTC(x1)
0xffffcf94,if_any_active,medium,renames,roles: dtc_engine_fault_flag_set_update; ctx: if_any_active(x1)
0xffffcf95,fault_flag_copy,high,function_names+renames,fns: fault_flag_copy_bf88_cf95 (x1); roles: fault_flag_copy_bf88_cf95; cats: Faults & DTC(x1)
0xffffcf96,ram_cf96,low,renames,roles: fault_cond_flag_8fe2_eval
0xffffcf98,ram_cf98,low,function_names+renames,fns: fault_flag_cf98_dtc_2a_eval (x1); roles: fault_flag_cf98_dtc_2a_eval; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcf9a,ram_cf9a,low,renames,roles: fault_cond_flag_8fe6_eval
0xffffcf9c,fault_flag_invert_store,high,function_names+renames,fns: fault_flag_invert_store_cf9c_to_cce0 (x1); fault_flags_reset_cf9c_clear_cf9d_set (x1); roles: fault_flag_invert_store_cf9c_to_cce0; fault_flags_reset_cf9c_clear_cf9d_set; cats: Faults & DTC(x2)
0xffffcf9d,fault_flags_reset_clear,high,function_names+renames,fns: fault_flags_reset_cf9c_clear_cf9d_set (x1); roles: fault_flags_reset_cf9c_clear_cf9d_set; cats: Faults & DTC(x1)
0xffffcfa0,ram_cfa0,low,function_names+renames,fns: fault_flag_cfa0_dtc_gated_eval (x1); roles: fault_flag_cfa0_dtc_gated_eval; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfa2,ram_cfa2,low,renames,roles: fault_counter_clear
0xffffcfa4,fault_flag,high,function_names+renames,fns: fault_flag_cfa4_window_eval (x1); roles: fault_flag_cfa4_window_eval; cats: Faults & DTC(x1)
0xffffcfa8,ram_cfa8,low,function_names+renames,fns: fault_counter_cfa8_inc (x1); roles: fault_counter_cfa8_inc; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfa9,fault_flag_or_eval,high,function_names+renames,fns: fault_flag_or_eval_cfab_cfac_to_cfa9 (x1); roles: fault_flag_or_eval_cfab_cfac_to_cfa9; cats: Faults & DTC(x1)
0xffffcfaa,ram_cfaa,low,function_names+renames,fns: fault_cond_flag_cfaa_eval (x1); roles: fault_cond_flag_cfaa_eval; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfab,fault_flag_or_eval,high,function_names+renames,fns: diag_flag_cfab_cond_eval (x1); fault_flag_or_eval_cfab_cfac_to_cfa9 (x1); roles: diag_flag_cfab_cond_eval; fault_flag_or_eval_cfab_cfac_to_cfa9; cats: Faults & DTC(x2); ctx: fault_flag_eval(x1)
0xffffcfac,fault_flag_or_eval,high,function_names+renames,fns: fault_window_flag_cfac_eval (x1); fault_flag_or_eval_cfab_cfac_to_cfa9 (x1); roles: fault_window_flag_cfac_eval; fault_flag_or_eval_cfab_cfac_to_cfa9; cats: Faults & DTC(x2)
0xffffcfb0,ram_cfb0,low,function_names+renames,fns: fault_flag_cfb0_dtc_gated_eval (x1); roles: fault_flag_cfb0_dtc_gated_eval; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfb1,fault_flags_all_set_and,high,function_names+renames,fns: fault_flags_all_set_and_to_cfb1 (x1); roles: fault_flags_all_set_and_to_cfb1; cats: Faults & DTC(x1)
0xffffcfb2,ram_cfb2,low,function_names+renames,fns: fault_flags_any_set_or_to_cfb2 (x1); roles: fault_flags_any_set_or_to_cfb2; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfb4,ram_cfb4,low,renames,roles: fault_cond_flag_9000_eval
0xffffcfb8,fault_counter,high,function_names+renames,"fns: fault_counter_cfb8_load_cal (x1); fault_counter_cfb8_countdown (x1); fault_counter_pos_latch_cfb8_to_cfb9 (x1); obd_pid_emit_byte_cfb8 (x1); roles: fault_counter_pos_latch_cfb8_to_cfb9; fault_counter_cfb8_load_cal; fault_counter_cfb8_countdown; obd_pid_emit_byte_cfb8; cats: Faults & DTC(x3), OBD / UDS(x1)"
0xffffcfb9,fault_counter_pos_latch,high,function_names+renames,"fns: fault_counter_pos_latch_cfb8_to_cfb9 (x1); read_flag_cfb9 (x1); roles: fault_counter_pos_latch_cfb8_to_cfb9; read_flag_cfb9; cats: Faults & DTC(x1), Sensors(x1)"
0xffffcfba,ram_cfba,low,renames,roles: sensor_b5dc_thresh_hysteresis_check
0xffffcfbc,dtc_present_shadow_flag,high,function_names+renames,fns: dtc_present_shadow_flag_cfbc (x1); roles: fault_flags_all_clear_check; dtc_present_shadow_flag_cfbc; boot_scratch_init_dispatch; cats: Faults & DTC(x1)
0xffffcfbd,ram_cfbd,low,renames,roles: dtc_present_shadow_flag_cfbc; boot_scratch_init_dispatch
0xffffcfc0,dtc_gated_flag,medium,function_names+renames,fns: dtc_gated_flag_cfc0_monitor42 (x1); dtc_report_cfc0_flag_42 (x1); roles: dtc_gated_flag_cfc0_monitor42; dtc_report_cfc0_flag_42; cats: Faults & DTC(x2); CAUTION: low16 also collides with a ROM function address
0xffffcfc4,csum_window_flag,medium,function_names+renames,"fns: csum_window_80_100_flag_cfc4 (x1); dtc_report_cfc4_flag_44 (x1); roles: csum_window_80_100_flag_cfc4; dtc_report_cfc4_flag_44; cats: Memory & CRC(x1), Faults & DTC(x1); CAUTION: low16 also collides with a ROM function address"
0xffffcfc8,ram_cfc8,low,renames,roles: fault_cond_flag_9004_eval
0xffffcfcc,ram_cfcc,low,function_names+renames,fns: dtc_flag_cfcc_cfcf_set (x1); roles: dtc_flag_cfcc_cfcf_set; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfcd,dtc_flags,high,function_names+renames,fns: dtc_flags_cfcd_900c_update (x1); roles: dtc_flags_cfcd_900c_update; cats: Faults & DTC(x1)
0xffffcfce,dtc_gated_flag,high,function_names+renames,fns: dtc_gated_flag_cfce_1d_1e (x1); roles: dtc_gated_flag_cfce_1d_1e; cats: Faults & DTC(x1)
0xffffcfcf,dtc_flag,high,function_names+renames,fns: dtc_flag_cfcc_cfcf_set (x1); roles: dtc_flag_cfcc_cfcf_set; cats: Faults & DTC(x1)
0xffffcfd4,ram_cfd4,low,function_names+renames,fns: dtc_flags_cfd4_cfd5_report_a4 (x1); roles: dtc_flags_cfd4_cfd5_report_a4; cats: Faults & DTC(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfd5,dtc_flags,high,function_names+renames,fns: dtc_flags_cfd4_cfd5_report_a4 (x1); roles: dtc_flags_cfd4_cfd5_report_a4; cats: Faults & DTC(x1)
0xffffcfd6,ram_cfd6,low,renames,roles: fault_cond_flag_900c_eval
0xffffcfd9,diag_fault_record_by_condition,high,function_names+renames,"fns: reset_counters_cfd9_gated (x1); fault_latch_reset_cfd9 (x1); diag_fault_record_by_condition_cfd9 (x1); roles: diag_fault_record_by_condition_cfd9; reset_counters_cfd9_gated; fault_latch_reset_cfd9; cats: Faults & DTC(x2), RTOS(x1)"
0xffffcfda,packs,medium,renames,roles: obd_dtc_word_tx_54; ctx: packs(x1)
0xffffcfdc,ram_cfdc,low,renames,roles: dtc_code_cache_7c26c; dtc_code_change_restart_session
0xffffcfdd,ram_cfdd,low,renames,roles: dtc_diag_session_start; dtc_session_timeout_countdown
0xffffcfe0,ram_cfe0,low,function_names+renames,fns: uds_sid_dispatch_cfe0_gate (x1); roles: uds_sid_dispatch_cfe0_gate; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffcfe3,uds_did_getter_byte,high,function_names+renames,fns: uds_did_getter_byte_cfe3 (x1); obd_session_flag_cfe3_cmp (x1); roles: uds_byte_resp_lookup_5414c; uds_did_getter_byte_cfe3; boot_obd_challenge_init; obd_session_flag_cfe3_cmp; cats: OBD / UDS(x2); ctx: boot_time(x1)
0xffffcfe4,obd_challenge_flag_write,high,function_names+renames,fns: obd_challenge_flag_write_cfe4 (x1); roles: mem_counter_delta_error_latch; fault_state_decision_fff9; obd_challenge_flag_write_cfe4; cats: OBD / UDS(x1)
0xffffcfe6,obd_timeout,high,function_names+renames,fns: obd_timeout_cfe6_elapsed (x1); roles: mem_counter_delta_error_latch; fault_state_decision_fff9; obd_timeout_cfe6_elapsed; cats: OBD / UDS(x1); ctx: compares(x1)
0xffffcfe9,obd_challenge_seed,high,function_names+renames,fns: obd_challenge_seed_gen_cfe9 (x1); obd_challenge_seed_read_cfe9 (x1); roles: obd_challenge_seed_gen_cfe9; obd_challenge_seed_read_cfe9; cats: OBD / UDS(x2)
0xffffcff0,obd_session_state_update,high,function_names+renames,fns: obd_session_state_update_cff0 (x1); roles: obd_session_state_update_cff0; cats: OBD / UDS(x1); ctx: state_machine(x1)
0xffffcff6,obd_timer_below,high,function_names+renames,fns: obd_timer_below_cff6 (x1); roles: obd_timer_below_cff6; cats: OBD / UDS(x1)
0xffffcff9,state_counter_decision,medium,renames,roles: fault_state_decision_fff9; ctx: state_counter_decision(x1)
0xffffcffa,ram_cffa,low,renames,roles: fault_state_decision_fff9
0xffffcffe,decision_fn_if,medium,renames,roles: fault_state_decision_fff9; ctx: decision_fn_if(x1)
0xffffd038,obd_state_clear,high,function_names+renames,fns: obd_state_clear_d038 (x1); roles: uds_service_dispatch; obd_state_clear_d038; cats: OBD / UDS(x1); ctx: zeroes_obd_state_bytes_words(x1)
0xffffd03c,obd_state_set,high,function_names+renames,fns: obd_state_set_d03c (x1); roles: obd_state_set_d03c; cats: OBD / UDS(x1)
0xffffd040,ram_d040,low,renames,roles: uds_service_dispatch
0xffffd044,opt_byte_latch,high,function_names+renames,fns: opt_byte_latch_8fee_d044 (x1); roles: dtc_fault_record_clear_conditional; opt_byte_latch_8fee_d044; cats: Boot & Init(x1)
0xffffd046,opt_byte_latch,high,function_names+renames,fns: opt_byte_latch_8fe6_d046 (x1); roles: opt_byte_latch_8fe6_d046; cats: Boot & Init(x1)
0xffffd047,latch_shadow,high,known+renames,latch shadow 0xFFFFD047; roles: fault_input_latch_ce4a
0xffffd048,latch_shadow,high,known+renames,latch shadow 0xFFFFD048; roles: mem_cellflag_sensor_cond_write; fault_input_latch_ce4a
0xffffd049,latch_shadow,high,known+renames,latch shadow 0xFFFFD049; roles: fault_input_latch_ce4d
0xffffd04a,latch_shadow,high,known+renames,latch shadow 0xFFFFD04A; roles: fault_input_latch_ce4d
0xffffd04b,latch_shadow,high,known+renames,latch shadow 0xFFFFD04B; roles: fault_input_latch_cebd
0xffffd04c,latch_shadow,high,known+renames,latch shadow 0xFFFFD04C; roles: fault_input_latch_cebd
0xffffd04d,latch_shadow,high,known+renames,latch shadow 0xFFFFD04D; roles: fault_input_latch_cef5
0xffffd04e,latch_shadow,high,known+renames,latch shadow 0xFFFFD04E; roles: fault_input_latch_cef5
0xffffd04f,opt_byte_latch,high,function_names+known+renames,latch shadow 0xFFFFD04F; fns: opt_byte_latch_8fe2_d04f (x1); roles: opt_byte_latch_8fe2_d04f; cats: Boot & Init(x1)
0xffffd050,latch_shadow,high,known+renames,latch shadow 0xFFFFD050; roles: fault_input_latch_c520
0xffffd051,latch_shadow,high,known+renames,latch shadow 0xFFFFD051; roles: fault_input_latch_c520
0xffffd052,reset_flag_store,high,function_names+renames,fns: reset_flag_11f54_store_d052 (x1); roles: dtc_fault_value_record_update; diag_fault_cond_eval_90E8; reset_flag_11f54_store_d052; cats: Boot & Init(x1)
0xffffd053,reset_flag_store,high,function_names+renames,fns: reset_flag_11f54_store_d053 (x1); roles: diag_fault_cond_eval_9108; reset_flag_11f54_store_d053; cats: Boot & Init(x1)
0xffffd054,fault,high,function_names+renames,fns: fault_d054_counter_load (x1); fault_d054_counter_dec (x1); roles: fault_d054_counter_load; fault_d054_counter_dec; cats: Faults & DTC(x2)
0xffffd056,ram_d056,low,renames,roles: fault_d054_counter_load
0xffffd057,obd_pending_flag_clear,high,function_names+renames,fns: obd_pending_flag_clear_d057 (x1); roles: fault_d054_counter_load; uds_nrc_reason_emit_65570; obd_pending_flag_clear_d057; cats: OBD / UDS(x1); ctx: response_pending(x1)
0xffffd058,ram_d058,low,function_names+renames,fns: uds_param_source_select_d058 (x1); roles: uds_param_source_select_d058; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffd064,uds_service_byte,high,function_names+known+renames,UDS service byte at 0xFFFFD064; fns: uds_service_available_check_d064 (x1); uds_service_inprogress_check_d064 (x1); uds_service_activate_d064 (x1); uds_service_clear_d064 (x1); roles: uds_subfunc_running_state_reset; uds_service_available_check_d064; uds_service_inprogress_check_d064; uds_service_activate_d064; cats: OBD / UDS(x4)
0xffffd065,uds_session_byte,high,function_names+known+renames,UDS session byte at 0xFFFFD065; fns: uds_session_state_update_d065 (x1); uds_service_flag_decode_d065 (x1); roles: uds_session_state_update_d065; uds_service_flag_decode_d065; cats: OBD / UDS(x2); ctx: decodes_uds_service(x1)
0xffffd06b,uds_service_pending_flag_set,high,function_names+renames,fns: uds_service_pending_flag_set_d06b (x1); roles: uds_service_pending_flag_set_d06b; cats: OBD / UDS(x1)
0xffffd06e,flagged_reset_handler,high,function_names+renames,fns: flagged_reset_handler_d06e (x1); roles: flagged_reset_handler_d06e; cats: Boot & Init(x1)
0xffffd06f,uds_pending_flag_latch,high,function_names+renames,fns: uds_pending_flag_latch_d06f (x1); roles: uds_pending_flag_latch_d06f; cats: OBD / UDS(x1)
0xffffd071,uds_busy_or_flags,high,function_names+renames,fns: uds_busy_or_flags_d071 (x1); roles: uds_busy_or_flags_d071; cats: OBD / UDS(x1)
0xffffd07b,uds_flag_set,high,function_names+renames,fns: uds_flag_set_80_d07b (x1); roles: uds_flag_set_80_d07b; cats: OBD / UDS(x1)
0xffffd083,uds_service_check,high,function_names+renames,fns: uds_service_0f_check_d083 (x1); roles: uds_service_0f_check_d083; cats: OBD / UDS(x1)
0xffffd084,ram_d084,low,function_names+renames,fns: uds_fault_compare_d084_d085 (x1); roles: uds_fault_compare_d084_d085; cats: OBD / UDS(x1); AMBIGUOUS: single weak ref; low16 collides with ROM fn addr & no 0xffff literal in reasons
0xffffd085,uds_fault_compare,high,function_names+renames,fns: uds_fault_compare_d084_d085 (x1); roles: uds_fault_compare_d084_d085; cats: OBD / UDS(x1)
